CustomerID,Gender,RP,VP,TP,LP,CP,OP,BP,VDP,MCT,MM,MFPM,AME,TotalExpenditure,MFPS
1436,Male,No,No,No,No,No,No,No,No,Monthcard,25,ManualTransfer,70.95,1767.35,Yes
1437,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,25,ManualTransfer,20.15,536.35,No
1438,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,115.55,8312.4,No
1439,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,44,InstallmentPayment,19.5,835.5,No
1440,Female,No,No,Yes,No,No,No,No,No,Monthcard,18,CashPayment,75.4,1380.4,No
1441,Female,No,No,No,No,Yes,No,Yes,No,Monthcard,7,CashPayment,84.35,609.65,No
1442,Female,Yes,Yes,No,No,Yes,Yes,Yes,No,Biennialcard,59,Auto-debit,72.1,4194.85,No
1443,Female,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,70,Auto-debit,84.8,5917.55,No
1444,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,40,CashPayment,26.2,1077.5,No
1445,Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Monthcard,34,Auto-debit,105.35,3688.6,No
1446,Male,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,45.65,45.65,Yes
1447,Female,No,No,No,Yes,No,No,Yes,No,Monthcard,5,ManualTransfer,85.3,420.45,No
1448,Male,Yes,Yes,Yes,Yes,No,No,Yes,No,Annualcard ,68,ManualTransfer,44.8,2983.65,No
1449,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,14,ManualTransfer,19.7,263.65,No
1450,Male,No,No,No,No,Yes,Yes,Yes,No,Monthcard,19,ManualTransfer,89.95,1682.4,No
1451,Female,No,No,No,Yes,No,No,Yes,Yes,Monthcard,4,Auto-debit,68.65,261.25,Yes
1452,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,67,InstallmentPayment,25.25,1733.15,No
1453,Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Monthcard,50,Auto-debit,108.75,5431.9,No
1454,Male,No,No,Yes,No,Yes,No,No,No,Annualcard ,43,InstallmentPayment,35.2,1463.7,No
1455,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,59,InstallmentPayment,19.3,1192.7,No
1456,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,27,Auto-debit,20.1,562.6,No
1457,Female,Yes,No,No,Yes,No,No,Yes,No,Annualcard ,40,Auto-debit,63.9,2635,No
1458,Female,Yes,Yes,Yes,Yes,Yes,No,No,No,Monthcard,22,ManualTransfer,61.15,1422.05,Yes
1459,Female,Yes,No,Yes,No,Yes,Yes,No,Yes,Annualcard ,37,CashPayment,99.2,3754.6,Yes
1460,Female,No,No,No,Yes,No,No,No,No,Monthcard,15,CashPayment,79.75,1111.85,Yes
1461,Female,No,No,No,No,No,Yes,No,No,Monthcard,28,InstallmentPayment,54.9,1505.15,No
1462,Male,Yes,No,No,No,Yes,No,Yes,Yes,Annualcard ,13,ManualTransfer,75.3,989.45,Yes
1463,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,5,InstallmentPayment,20.05,95.55,No
1464,Male,Yes,Yes,Yes,Yes,No,Yes,No,No,Biennialcard,54,InstallmentPayment,65.65,3566.7,No
1465,Male,Yes,Yes,No,Yes,Yes,Yes,No,No,Biennialcard,63,Auto-debit,39.35,2395.05,No
1466,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,20,ManualTransfer,20.05,406.05,No
1467,Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Annualcard ,46,Auto-debit,105.2,4822.85,Yes
1468,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,CashPayment,92.4,6786.1,No
1469,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,71,InstallmentPayment,25.6,1888.25,No
1470,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,32,InstallmentPayment,19.45,674.55,No
1471,Female,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,71,CashPayment,105.9,7521.95,No
1472,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,ManualTransfer,89.85,6293.45,No
1473,Male,Yes,No,Yes,Yes,No,Yes,No,No,Biennialcard,71,Auto-debit,65.15,4681.75,No
1474,Male,No,No,No,No,No,No,No,No,Monthcard,22,ManualTransfer,69.7,1490.4,No
1475,Female,No,No,No,No,Yes,No,Yes,Yes,Monthcard,12,CashPayment,96,1062.1,Yes
1476,Male,No,No,Yes,No,Yes,No,No,No,Monthcard,2,CashPayment,53.45,119.5,No
1477,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,68,Auto-debit,19.95,1303.25,No
1478,Female,No,No,Yes,Yes,No,No,No,No,Monthcard,29,Auto-debit,58.55,1718.95,No
1479,Male,No,No,No,No,No,No,No,Yes,Monthcard,12,Auto-debit,79.95,1043.4,No
1480,Female,No,No,No,Yes,No,No,No,Yes,Monthcard,7,InstallmentPayment,40.1,293.3,Yes
1481,Female,No,No,Yes,Yes,No,No,No,No,Annualcard ,34,ManualTransfer,55,1885.15,No
1482,Female,No,Yes,No,Yes,No,No,No,Yes,Monthcard,15,Auto-debit,85.9,1269.55,Yes
1483,Female,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthcard,22,CashPayment,79.2,1742.75,Yes
1484,Female,Yes,No,No,No,No,Yes,No,No,Monthcard,40,InstallmentPayment,78.85,3126.85,No
1485,Female,Yes,No,Yes,Yes,No,No,No,Yes,Biennialcard,72,InstallmentPayment,94.45,6921.7,No
1486,Female,No,No,Yes,No,No,Yes,No,Yes,Biennialcard,45,ManualTransfer,73.55,3349.1,No
1487,Female,Yes,No,Yes,Yes,Yes,No,No,Yes,Biennialcard,72,CashPayment,49.2,3580.95,No
1488,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,111.95,8033.1,No
1489,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,InstallmentPayment,89.3,6388.65,No
1490,Female,Yes,No,No,No,Yes,No,No,Yes,Monthcard,47,CashPayment,85.3,4045.65,Yes
1491,Male,Yes,No,Yes,No,No,No,No,Yes,Monthcard,18,InstallmentPayment,59.1,1011.05,No
1492,Female,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Biennialcard,68,CashPayment,53,3656.25,No
1493,Female,No,No,No,Yes,Yes,No,Yes,Yes,Biennialcard,68,CashPayment,80.65,5330.2,No
1494,Female,Yes,No,Yes,No,No,Yes,No,No,Monthcard,34,Auto-debit,60.85,2003.6,No
1495,Male,No,No,No,No,Yes,No,Yes,No,Monthcard,1,CashPayment,84.85,84.85,Yes
1496,Female,Yes,No,No,No,Yes,No,No,No,Monthcard,24,ManualTransfer,79.65,1928.7,No
1497,Male,No,No,No,No,No,No,Yes,No,Monthcard,7,CashPayment,84.8,546.95,Yes
1498,Male,Yes,Yes,Yes,Yes,No,Yes,No,No,Annualcard ,58,Auto-debit,89.85,5125.75,No
1499,Male,No,No,No,Yes,No,No,No,No,Monthcard,1,CashPayment,50.8,50.8,Yes
1500,Female,Yes,No,No,No,Yes,Yes,Yes,No,Monthcard,37,CashPayment,90,3371.75,No
1501,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,52,ManualTransfer,24.55,1331.05,No
1502,Male,No,No,Yes,No,No,No,No,No,Monthcard,7,ManualTransfer,51,354.05,Yes
1503,Female,Yes,Yes,Yes,Yes,No,No,No,No,Monthcard,26,CashPayment,81.95,2070.05,No
1504,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,45,Auto-debit,20,886.4,No
1505,Male,No,No,No,Yes,No,No,Yes,Yes,Monthcard,56,CashPayment,98.6,5581.05,No
1506,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,43,ManualTransfer,24.25,1077.95,No
1507,Female,No,No,No,No,No,No,No,No,Monthcard,1,Auto-debit,25.25,25.25,No
1508,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,68,Auto-debit,85.3,5560,No
1509,Male,Yes,Yes,No,Yes,Yes,No,No,Yes,Annualcard ,27,InstallmentPayment,45.85,1246.4,No
1510,Male,No,No,No,No,No,No,Yes,No,Monthcard,9,CashPayment,85.5,791.7,No
1511,Male,No,No,No,No,No,No,No,No,Monthcard,8,ManualTransfer,45.15,438.4,Yes
1512,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,InstallmentPayment,19.4,19.4,No
1513,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,15,Auto-debit,19.4,289.3,Yes
1514,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,Auto-debit,116.05,8297.5,No
1515,Female,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Biennialcard,70,Auto-debit,93.9,6579.05,Yes
1516,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,85.9,6110.75,No
1517,Female,No,No,No,Yes,No,Yes,Yes,Yes,Monthcard,21,Auto-debit,99.15,1956.4,No
1518,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,54,ManualTransfer,20.1,1079.45,No
1519,Female,No,No,No,No,Yes,No,No,No,Monthcard,24,InstallmentPayment,49.3,1233.25,No
1520,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,8,ManualTransfer,19.5,162.15,No
1521,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,48,ManualTransfer,19.55,883.35,No
1522,Female,Yes,No,No,No,No,No,Yes,No,Monthcard,1,ManualTransfer,55.2,55.2,Yes
1523,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,5,ManualTransfer,24.3,132.25,No
1524,Male,Yes,Yes,Yes,No,Yes,No,Yes,No,Annualcard ,17,InstallmentPayment,44.45,792.15,No
1525,Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Biennialcard,72,Auto-debit,79.35,5753.25,No
1526,Female,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Annualcard ,72,InstallmentPayment,103.2,7362.9,No
1527,Female,Yes,Yes,No,No,No,No,No,No,Monthcard,4,ManualTransfer,50.85,239.55,Yes
1528,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Biennialcard,72,InstallmentPayment,79.2,5401.9,No
1529,Female,No,No,No,No,No,No,Yes,Yes,Monthcard,6,CashPayment,44.4,263.05,No
1530,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,62,InstallmentPayment,20.65,1218.45,No
1531,Female,No,No,Yes,No,Yes,Yes,Yes,No,Annualcard ,39,CashPayment,95.55,3692.85,Yes
1532,Male,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,58,Auto-debit,103.25,6017.65,Yes
1533,Female,Yes,No,Yes,Yes,No,Yes,No,No,Annualcard ,51,Auto-debit,60.5,3145.15,No
1534,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,1,ManualTransfer,20.4,20.4,No
1535,Male,No,Yes,No,Yes,No,No,No,No,Monthcard,38,ManualTransfer,81.85,3141.7,No
1536,Male,No,No,Yes,No,No,No,No,No,Annualcard ,33,Auto-debit,80.1,2603.3,No
1537,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,20,ManualTransfer,19.4,415.4,No
1538,Female,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Biennialcard,31,Auto-debit,80.55,2471.6,No
1539,Female,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Monthcard,20,Auto-debit,105.85,2239.65,Yes
1540,Male,Yes,Yes,Yes,Yes,No,No,No,No,Monthcard,64,CashPayment,81.05,5135.35,No
1541,Male,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Biennialcard,72,InstallmentPayment,79.55,5810.9,No
1542,Male,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Biennialcard,52,ManualTransfer,85.15,4461.85,No
1543,Male,Yes,Yes,No,No,Yes,No,Yes,No,Annualcard ,9,CashPayment,90.35,767.9,No
1544,Male,No,No,Yes,No,Yes,No,Yes,Yes,Annualcard ,61,CashPayment,104,6363.45,No
1545,Female,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Biennialcard,69,Auto-debit,46.25,3121.4,No
1546,Female,No,No,No,Yes,No,No,No,No,Monthcard,1,ManualTransfer,79.15,79.15,No
1547,Male,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Biennialcard,68,Auto-debit,72.95,4953.25,No
1548,Male,Yes,No,No,No,No,Yes,Yes,No,Monthcard,14,InstallmentPayment,66.6,979.5,No
1549,Male,No,No,No,No,Yes,Yes,No,No,Annualcard ,7,InstallmentPayment,35.5,249.55,No
1550,Female,No,No,No,No,No,No,No,No,Monthcard,2,Auto-debit,70.2,115.95,Yes
1551,Female,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,70.1,70.1,No
1552,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,51,ManualTransfer,24.95,1222.25,No
1553,Female,Yes,No,Yes,No,No,No,Yes,Yes,Monthcard,4,CashPayment,99.6,347.65,Yes
1554,Female,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,72,InstallmentPayment,109.15,7789.6,No
1555,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,15,ManualTransfer,19.35,278.85,No
1556,Male,Yes,No,Yes,Yes,No,No,No,Yes,Monthcard,50,InstallmentPayment,94.4,4914.9,No
1557,Female,Yes,No,No,Yes,Yes,No,No,Yes,Monthcard,57,InstallmentPayment,94,5438.95,No
1558,Female,Yes,No,Yes,Yes,Yes,Yes,No,No,Monthcard,44,InstallmentPayment,95.1,4060.55,No
1559,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,62,CashPayment,110.8,6840.95,No
1560,Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Monthcard,7,CashPayment,78.5,571.05,No
1561,Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Biennialcard,72,CashPayment,110.75,7751.7,No
1562,Female,No,No,No,No,No,No,No,No,Monthcard,14,CashPayment,74.3,1096.25,Yes
1563,Male,No,No,No,No,No,Yes,No,No,Monthcard,1,ManualTransfer,49.05,49.05,No
1564,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,63.1,4685.55,No
1565,Female,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,45.4,45.4,No
1566,Female,No,No,No,No,No,No,No,No,Monthcard,3,InstallmentPayment,75.1,270.7,Yes
1567,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,32,Auto-debit,19.75,624.15,No
1568,Female,Yes,No,No,Yes,Yes,No,Yes,Yes,Biennialcard,71,CashPayment,99.2,7213.75,No
1569,Male,Yes,No,No,No,No,Yes,Yes,Yes,Monthcard,60,CashPayment,99,6017.9,No
1570,Female,No,No,No,No,No,No,No,No,Monthcard,4,ManualTransfer,48.75,179.85,No
1571,Male,Yes,No,No,Yes,No,Yes,No,Yes,Monthcard,52,InstallmentPayment,95.65,5088.4,No
1572,Female,No,No,Yes,No,Yes,Yes,No,No,Annualcard ,29,InstallmentPayment,58,1734.5,No
1573,Male,Yes,No,No,No,Yes,Yes,Yes,Yes,Annualcard ,49,InstallmentPayment,99.25,4920.8,No
1574,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,40,ManualTransfer,60.3,2448.5,No
1575,Female,Yes,No,No,No,Yes,No,Yes,Yes,Annualcard ,57,InstallmentPayment,100.75,5985,No
1576,Male,Yes,Yes,No,Yes,Yes,Yes,No,No,Annualcard ,23,ManualTransfer,86.8,1940.8,No
1577,Female,Yes,Yes,No,No,No,No,Yes,Yes,Monthcard,62,InstallmentPayment,70.45,4300.45,No
1578,Female,Yes,No,Yes,Yes,Yes,No,No,Yes,Biennialcard,65,Auto-debit,71,4386.2,No
1579,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,38,ManualTransfer,20.05,741.5,No
1580,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Monthcard,48,CashPayment,117.45,5438.9,Yes
1581,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,Biennialcard,72,Auto-debit,82.15,5784.3,No
1582,Female,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,2,Auto-debit,19.85,52,No
1583,Male,Yes,No,No,No,No,Yes,No,No,Monthcard,28,Auto-debit,76.55,2065.4,No
1584,Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Biennialcard,65,CashPayment,109.05,7108.2,No
1585,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,19.4,61.05,No
1586,Male,No,No,No,No,No,No,No,Yes,Monthcard,10,ManualTransfer,33.9,298.45,Yes
1587,Female,Yes,Yes,No,Yes,Yes,No,Yes,No,Monthcard,16,InstallmentPayment,89.45,1430.25,Yes
1588,Female,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Biennialcard,72,InstallmentPayment,55.65,3880.05,No
1589,Female,Yes,Yes,Yes,No,No,Yes,No,No,Annualcard ,12,InstallmentPayment,33.15,444.75,No
1590,Female,No,No,No,No,Yes,Yes,Yes,No,Monthcard,26,InstallmentPayment,44.45,1183.8,No
1591,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,7,ManualTransfer,19.3,144.95,No
1592,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,1,CashPayment,19.9,19.9,Yes
1593,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,20,ManualTransfer,19.5,403.15,No
1594,Female,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Annualcard ,38,InstallmentPayment,80.3,3058.65,Yes
1595,Male,Yes,No,Yes,Yes,No,No,No,Yes,Monthcard,23,CashPayment,90,2024.1,No
1596,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,67,CashPayment,111.05,7321.05,No
1597,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,48,Auto-debit,24.55,1203.95,No
1598,Male,No,No,No,Yes,Yes,No,Yes,Yes,Biennialcard,64,Auto-debit,104.4,6692.65,No
1599,Female,Yes,Yes,Yes,No,No,No,Yes,Yes,Annualcard ,57,Auto-debit,70.1,3913.3,Yes
1600,Female,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,32,InstallmentPayment,104.05,3416.85,No
1601,Female,No,No,Yes,No,No,No,No,No,Monthcard,3,CashPayment,74.55,233.65,No
1602,Male,Yes,Yes,No,Yes,No,Yes,No,No,Annualcard ,51,Auto-debit,84.2,4299.75,No
1603,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,16,ManualTransfer,19.7,342.4,Yes
1604,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,48,InstallmentPayment,25.05,1171.5,No
1605,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,18,InstallmentPayment,20.05,388.6,No
1606,Male,No,Yes,Yes,No,Yes,Yes,No,No,Biennialcard,23,ManualTransfer,40.1,857.75,No
1607,Female,No,No,Yes,No,No,No,No,No,Monthcard,55,InstallmentPayment,50.55,2832.75,No
1608,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,20.3,41.2,No
1609,Male,Yes,No,No,Yes,Yes,Yes,Yes,No,Monthcard,9,ManualTransfer,94.85,890.6,Yes
1610,Female,No,No,No,No,No,No,No,No,Monthcard,35,CashPayment,24.15,812.5,No
1611,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,58,InstallmentPayment,20.5,1191.4,No
1612,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,27,InstallmentPayment,20.35,531.6,No
1613,Male,Yes,No,Yes,No,Yes,No,No,Yes,Monthcard,42,CashPayment,94.4,4014.6,No
1614,Female,Yes,No,Yes,Yes,Yes,No,No,No,Annualcard ,44,ManualTransfer,61.5,2722.2,No
1615,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,7,ManualTransfer,20.65,134.05,No
1616,Female,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Biennialcard,43,Auto-debit,75.2,3254.35,No
1617,Female,No,No,No,No,Yes,Yes,Yes,Yes,Monthcard,28,CashPayment,103.3,2890.65,Yes
1618,Male,No,No,No,Yes,No,No,No,No,Monthcard,24,CashPayment,80.25,1861.5,Yes
1619,Female,Yes,Yes,No,No,Yes,No,Yes,Yes,Monthcard,41,Auto-debit,94.9,3848,No
1620,Female,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,39,InstallmentPayment,104.7,4134.85,Yes
1621,Male,Yes,No,Yes,No,Yes,No,Yes,Yes,Monthcard,65,CashPayment,104.25,6812.95,No
1622,Female,Yes,No,Yes,Yes,No,Yes,No,Yes,Annualcard ,46,ManualTransfer,70.6,3231.05,No
1623,Male,No,No,No,Yes,No,Yes,No,No,Annualcard ,40,InstallmentPayment,36,1382.9,No
1624,Male,No,No,No,No,No,No,No,Yes,Monthcard,36,CashPayment,84.75,3050.15,Yes
1625,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Monthcard,62,Auto-debit,80.4,4981.15,No
1626,Male,No,No,Yes,Yes,No,Yes,Yes,No,Annualcard ,30,CashPayment,70.4,2044.75,No
1627,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,70,Auto-debit,113.65,7939.25,No
1628,Male,No,No,No,Yes,Yes,No,Yes,Yes,Monthcard,5,ManualTransfer,104.1,541.9,Yes
1629,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,19.9,19.9,No
1630,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,11,ManualTransfer,20.25,208,No
1631,Male,Yes,No,No,No,No,No,Yes,Yes,Monthcard,24,CashPayment,93,2248.05,No
1632,Male,No,No,Yes,Yes,No,No,Yes,Yes,Annualcard ,58,Auto-debit,99.15,5720.95,No
1633,Male,No,No,No,No,No,No,No,No,Monthcard,2,CashPayment,44.35,81.25,Yes
1634,Male,No,No,No,No,No,No,Yes,Yes,Monthcard,8,CashPayment,66.25,546.45,No
1635,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,68,InstallmentPayment,85,5607.75,No
1636,Male,No,No,Yes,No,No,No,No,Yes,Monthcard,35,InstallmentPayment,91,3180.5,No
1637,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,Monthcard,65,CashPayment,104.35,6578.55,No
1638,Male,No,No,No,Yes,Yes,No,Yes,No,Annualcard ,46,InstallmentPayment,94.9,4422.95,No
1639,Male,No,No,No,Yes,No,No,Yes,No,Monthcard,6,CashPayment,84.85,523.5,Yes
1640,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,CashPayment,115.15,8349.7,No
1641,Female,No,Yes,No,No,Yes,No,Yes,Yes,Annualcard ,62,CashPayment,100.15,6413.65,Yes
1642,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,38,ManualTransfer,20.2,735.9,No
1643,Male,No,No,No,No,No,No,Yes,No,Monthcard,1,ManualTransfer,53.5,53.5,Yes
1644,Female,No,No,No,No,No,Yes,Yes,Yes,Monthcard,58,CashPayment,95.3,5817.7,No
1645,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,17,ManualTransfer,20.1,279.5,No
1646,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,114.85,8317.95,No
1647,Male,Yes,Yes,No,No,Yes,Yes,Yes,No,Annualcard ,50,CashPayment,69.65,3442.15,No
1648,Male,No,Yes,Yes,No,No,No,No,No,Monthcard,4,CashPayment,49.35,219.65,Yes
1649,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,3,ManualTransfer,20,61.7,No
1650,Male,Yes,Yes,No,No,No,No,Yes,No,Monthcard,8,InstallmentPayment,80.45,583.45,Yes
1651,Female,Yes,No,No,No,No,No,No,No,Monthcard,13,CashPayment,70.15,916.75,Yes
1652,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,CashPayment,90.1,6310.9,No
1653,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,55,ManualTransfer,20.5,1177.95,No
1654,Female,No,No,No,Yes,Yes,No,No,No,Annualcard ,37,CashPayment,80.05,3019.1,No
1655,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,41,CashPayment,111.95,4534.9,Yes
1656,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Biennialcard,55,Auto-debit,85.1,4657.95,No
1657,Female,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Annualcard ,61,Auto-debit,50.7,3088.75,No
1658,Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Annualcard ,59,CashPayment,110.15,6448.05,Yes
1659,Female,No,No,No,No,No,No,No,Yes,Monthcard,10,CashPayment,34.7,329.8,Yes
1660,Male,Yes,Yes,No,Yes,Yes,Yes,No,No,Monthcard,44,ManualTransfer,61.9,2924.05,No
1661,Male,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,20.4,42.9,No
1662,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,56,InstallmentPayment,19.8,1119.9,No
1663,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,CashPayment,108.4,7719.5,No
1664,Male,No,No,No,No,No,Yes,No,No,Monthcard,1,CashPayment,74.7,74.7,No
1665,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,10,InstallmentPayment,19.75,208.25,No
1666,Male,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,44,InstallmentPayment,19.35,847.25,No
1667,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,Auto-debit,19.85,1434.1,No
1668,Male,No,No,Yes,Yes,No,No,No,No,Annualcard ,66,ManualTransfer,54.8,3465.7,No
1669,Male,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,24,CashPayment,101.05,2391.8,Yes
1670,Male,No,No,No,No,Yes,No,Yes,No,Annualcard ,18,InstallmentPayment,89.6,1633,No
1671,Male,No,No,Yes,No,No,No,No,No,Monthcard,22,CashPayment,54.45,1127.35,Yes
1672,Female,Yes,No,Yes,No,Yes,No,Yes,No,Biennialcard,64,InstallmentPayment,94.6,5948.7,No
1673,Female,Yes,Yes,No,Yes,No,No,Yes,No,Monthcard,22,CashPayment,39.2,849.9,No
1674,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,Monthcard,38,CashPayment,102.6,4009.2,No
1675,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,5,ManualTransfer,20.25,109.8,No
1676,Male,Yes,No,No,Yes,No,No,No,No,Monthcard,18,InstallmentPayment,56.8,1074.65,No
1677,Female,No,No,No,Yes,No,No,Yes,Yes,Monthcard,6,CashPayment,98.25,560.6,Yes
1678,Male,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,70.3,70.3,Yes
1679,Female,No,No,No,No,Yes,Yes,No,No,Annualcard ,11,Auto-debit,53.8,651.55,No
1680,Male,No,No,Yes,Yes,No,Yes,No,No,Biennialcard,67,Auto-debit,64.55,4250.1,No
1681,Male,No,No,No,No,Yes,No,Yes,Yes,Monthcard,67,InstallmentPayment,101.4,6841.05,No
1682,Female,No,No,Yes,No,No,No,No,No,Monthcard,47,InstallmentPayment,75.45,3545.1,No
